id	name	type	type_general	species	kingdom	product_names	product_counts	most_unique_product_name	most_unique_product_count
A0A2K9RG07	Kolavenyl diphosphate synthase TPS5	di-int	di	Vitex agnus-castus	Plantae	(+)-kolavenyl diphosphate(3−)	[2]	(+)-kolavenyl diphosphate(3−)	2
A0A2L0VXR0	Bifunctional premutilin synthase	di	di	Clitopilus passeckerianus 	Fungi	premutilin	[2]	premutilin	2
A0A2P2MRY0	Germanicol synthase	tri	tri	Rhizophora mucronata	Plantae	germanicol	[3]	germanicol	3
A0A2R4QKX7	Copaene synthase	sesq	sesq	Piper nigrum	Plantae	α-copaene; β-cadinene	[13, 5]	β-cadinene	5
A0A2Z6AQX6	Preasperterpenoid A synthase PvPS	sester	sester	Talaromyces verruculosus	Fungi	preasperterpenoid A	[4]	preasperterpenoid A	4
A0A2Z6AQX7	Sesterbrasiliatriene synthase PbSS	sester	sester	Penicillium brasilianum	Fungi	sesterbrasiliatriene	[2]	sesterbrasiliatriene	2
A0A2Z6E967	Beta-caryophyllene synthase	sesq	sesq	Zanthoxylum piperitum	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
A0A2Z6E9F0	Beta-phellandrene synthase	mono	mono	Zanthoxylum piperitum	Plantae	β-phellandrene	[13]	β-phellandrene	13
A0A2Z6FZ31	Sesterterpene synthase btcA	sester	sester	Colletotrichum orbiculare	Fungi	betaestacin I	[6]	betaestacin I	6
A0A343W969	Terpene synthase	sesq	sesq	Murgantia histrionica	Insecta	"(1S,6S,7R)-sesquipiperitol
"	[1]	"(1S,6S,7R)-sesquipiperitol
"	1
A0A345ZQ22	Ent-labda-13-en-8-ol diphosphate synthase	di	di	Panicum virgatum 	Plantae	labd-13-en-8,15-diol	[2]	labd-13-en-8,15-diol	2
A0A348AUV5	Valerianol synthase TPS1A	sesq	sesq	Camellia hiemalis 	Plantae	valerianol	[8]	valerianol	8
A0A348AUV6	Valerianol synthase TPS1B	sesq	sesq	Camellia hiemalis	Plantae	valerianol	[8]	valerianol	8
A0A348AUV7	Valerianol synthase TPS1C	sesq	sesq	Camellia hiemalis 	Plantae	valerianol	[8]	valerianol	8
A0A348AUV9	Valerianol synthase TPS1E	sesq	sesq	Camellia hiemalis	Plantae	valerianol	[8]	valerianol	8
A0A348AUW0	Valerianol synthase TPS1F	sesq	sesq	Camellia hiemalis	Plantae	valerianol	[8]	valerianol	8
A0A348AUW1	Valerianol synthase TPS1G	sesq	sesq	Camellia hiemalis 	Plantae	valerianol	[8]	valerianol	8
A0A348B779	Sesquiterpene synthase 1	sesq	sesq	Postia placenta	Fungi	α-copaene; β-copaene; α-muurolene; γ-muurolene; δ-cadinene	[13, 12, 18, 12, 37]	β-copaene	12
A0A348B780	Sesquiterpene synthase 2	sesq	sesq	Postia placenta	Fungi	α-copaene; β-copaene; α-muurolene; γ-muurolene; δ-cadinene	[13, 12, 18, 12, 37]	β-copaene	12
A0A348B781	Sesquiterpene synthase 3	sesq	sesq	Postia placenta	Fungi	δ-cadinene; β-elemene; γ-cadinene; α-cadinene	[37, 2, 7, 5]	β-elemene	2
A0A348B782	Sesquiterpene synthase 6	sesq	sesq	Postia placenta	Fungi	δ-cadinene; bicyclogermacrene; bicycloelemene; (−)-α-gurjunene; 9-epi-(E)-caryophylene; bicyclosesquiphellandrene	[37, 8, 3, 2, 1, 2]	9-epi-(E)-caryophylene	1
A0A348B784	"Delta(6)-protoilludene synthase 8
"	sesq	sesq	Postia placenta	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
A0A348B788	Sesquiterpene synthase 14	sesq	sesq	Postia placenta	Fungi	pentalenene; (−)-β-caryophyllene	[4, 64]	pentalenene	4
A0A348B790	Delta(6)-protoilludene synthase 18	sesq	sesq	Postia placenta	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
A0A348B793	Monoterpene synthase 25	mono	mono	Postia placenta	Fungi	β-myrcene; linalool	[58, 27]	linalool	27
A0A348FUE1	Copalyl diphosphate synthase	di-int	di	Talaromyces verruculosus	Fungi	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)	[16]	5α,9α,10β-labda-8(20),13-dien-15-yl diphosphate(3−)	16
A0A385AJL4	Terpene synthase	sesq	sesq	Cavenderia fasciculata	Amoebozoa	(2S,3R,6S,9S)-(−)-protoillud-7-ene	[6]	(2S,3R,6S,9S)-(−)-protoillud-7-ene	6
A0A385AJM2	Terpene synthase	sesq	sesq	Acytostelium subglobosum	Amoebozoa	(2S,3R,6S,9S)-(−)-protoillud-7-ene	[6]	(2S,3R,6S,9S)-(−)-protoillud-7-ene	6
A0A385AJM4	Terpene synthase	sesq	sesq	Heterostelium pallidum	Amoebozoa	(2S,3R,6S,9S)-(−)-protoillud-7-ene	[6]	(2S,3R,6S,9S)-(−)-protoillud-7-ene	6
A0A385AJM6	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	(−)-β-elemene; (+)-valencene; α-selinene; (−)-7-epi-α-selinene	[26, 7, 10, 1]	(−)-7-epi-α-selinene	1
A0A385AJM7	Germacrene A synthase	sesq; di	mixed	Porphyridium purpureum	Red algae	(2S,3R,6S,9S)-(−)-protoillud-7-ene; (−)-β-elemene; (-)-Aristolene; β-copaene; germacrene A; (R)-cembrene A; trans-β-farnesene	[6, 26, 2, 12, 6, 1, 24]	(R)-cembrene A	1
A0A385AJN0	Terpene synthase	sesq	sesq	Dictyostelium purpureum	Amoebozoa	trans-β-farnesene	[24]	trans-β-farnesene	24
A0A386JV86	Terpene synthase	sesq	sesq	Nezara viridula	Insecta	(Z)-α-bisabolene	[5]	(Z)-α-bisabolene	5
A0A396GKK7	Beta-amyrin synthase	tri	tri	Medicago truncatula	Plantae	β-amyrin	[41]	β-amyrin	41
A0A3G1HQN7	Terpene synthase	sesq	sesq	Boreostereum vibrans	Fungi	δ-cadinol	[4]	δ-cadinol	4
A0A3G1QTS7	Ent-kaurene synthase	di	di	Isodon eriocalyx	Plantae	ent-kaurene	[31]	ent-kaurene	31
A0A3G9EAS3	Beta-caryophyllene synthase	sesq	sesq	Acanthopanax sieboldianus	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
A0A3G9ED98	Germacrene D synthase	sesq	sesq	Acanthopanax sciadophylloides	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
A0A3G9EJT8	Beta-caryophyllene synthase	sesq	sesq	Acanthopanax sciadophylloides	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
A0A3G9EJV0	Germacrene B synthase	sesq	sesq	Curcuma zedoaria	Plantae	(1E,4E)-germacrene B	[9]	(1E,4E)-germacrene B	9
A0A3G9EY38	Beta-eudesmol synthase	sesq	sesq	Curcuma zedoaria	Plantae	β-eudesmol	[3]	β-eudesmol	3
A0A3G9F1F9	Beta-eudesmol synthase	sesq	sesq	Curcuma zedoaria	Plantae	β-eudesmol	[3]	β-eudesmol	3
A0A3L6G2C1	Eudesmanediol synthase	sesq	sesq	Zea mays	Plantae	7-epi-ent-eudesmane-5,11-diol	[2]	7-epi-ent-eudesmane-5,11-diol	2
A0A3L6G998	(E)-beta-caryophyllene synthase	sesq	sesq	Zea mays	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
A0A3Q9FFM1	Sesterterpene synthase	sester	sester	Talaromyces wortmannii 	Fungi	preasperterpenoid A	[4]	preasperterpenoid A	4
A0A3S9GV71	Terpene synthase 1	sesq; mono	mixed	Erythrolobus australicus	Red algae	nerolidol; linalool	[2, 27]	nerolidol	2
A0A3S9GVB5	Terpene synthase 2	sesq	sesq	Erythrolobus australicus	Red algae	alpha-Ylangene; (−)-β-elemene; (-)-Aristolene; β-copaene; α-muurolene; (Z)-α-bisabolene	[1, 26, 2, 12, 18, 5]	alpha-Ylangene	1
A0A411JJ93	Terpene cyclase/mutase family member	tri	tri	Glycyrrhiza glabra	Plantae	lupeol; β-amyrin	[14, 41]	lupeol	14
A0A482AJV9	Germacrene D synthase	sesq	sesq	Vitis vinifera	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
A0A482IC14	"Cedrol synthase
"	sesq	sesq	Leucosceptrum canum	Plantae	cedrol	[2]	cedrol	2
A0A4S8MAF3	Delta(6)-protoilludene synthase	sesq	sesq	Dendrothele bispora	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
A0A4Y5L9K3	Germacrene B synthase	sesq	sesq	Cannabis sativa	Plantae	(1E,4E)-germacrene B	[9]	(1E,4E)-germacrene B	9
A0A4Y5QVX4	(-)limonene synthase	mono	mono	Cannabis sativa	Plantae	(4S)-limonene	[18]	(4S)-limonene	18
A0A4Y5QVX6	Hedycaryol synthase	sesq	sesq	Cannabis sativa	Plantae	hedycaryol	[2]	hedycaryol	2
A0A5K6WHY7	Sesquiterpene synthase	sesq	sesq	Ageratina adenophora	Plantae	(−)-exo-α-bergamotene	[14]	(−)-exo-α-bergamotene	14
A0A5Q0QMX0	Sesquiterpene synthase Agr9	sesq	sesq	Agrocybe aegerita	Fungi	γ-muurolene; δ-cadinene; β-cadinene	[12, 37, 5]	β-cadinene	5
A0A5Q0QMX1	Sesquiterpene synthase Agr8	sesq	sesq	Agrocybe aegerita	Fungi	γ-muurolene; α-selinene; δ-cadinene; (−)-β-elemene; (+)-β-selinene; β-cadinene	[12, 10, 37, 26, 8, 5]	β-cadinene	5
A0A5Q0QN66	Delta(6)-protoilludene synthase	sesq	sesq	Agrocybe aegerita	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
A0A5Q0QNH9	Delta(6)-protoilludene synthase	sesq	sesq	Agrocybe aegerita	Fungi	Δ6-protoilludene	[20]	Δ6-protoilludene	20
A0A5Q0QNJ2	viridiflorene synthase Agr2	sesq	sesq	Agrocybe aegerita	Fungi	viridiflorene	[6]	viridiflorene	6
A0A5Q0QP64	Bifunctional terpene synthase Agr4	sesq; mono	mixed	Agrocybe aegerita	Fungi	δ-cadinene; γ-muurolene; α‐cubebene; β-myrcene; epizonarene; (−)-epicubenol	[37, 12, 3, 58, 4, 1]	(−)-epicubenol	1
A0A5Q0QRJ3	Sesquiterpene synthase Agr1	sesq	sesq	Agrocybe aegerita	Fungi	δ-cadinene; α-muurolene; γ-muurolene; α-selinene; (+)-β-selinene; δ-cadinol; α-cadinol	[37, 18, 12, 10, 8, 4, 5]	δ-cadinol	4
A0A5Q0QSI8	Sesquiterpene synthase Agr5	sesq	sesq	Agrocybe aegerita	Fungi	viridiflorene; viridiflorol	[6, 2]	viridiflorol	2
A0A5Q0QU70	Sesquiterpene synthase Agr3	sesq	sesq	Agrocybe aegerita	Fungi	α-muurolene; γ-muurolene; δ-cadinene; δ-cadinol	[18, 12, 37, 4]	δ-cadinol	4
A0A5S9I252	Terpene cyclase 6	sesq	sesq	Hypocrea atroviridis	Fungi	trichobrasilenol; (1E,4E,8E)-α-humulene; (−)-β-caryophyllene; (E)-2-epi-β-caryophyllene; (+)-isoafricanol; (+)-(2S,3R,9R)-pristinol; african-3-ene; african-1-ene	[1, 35, 64, 5, 3, 2, 1, 1]	trichobrasilenol	1
A0A650A7H3	Sesquiterpene synthase	sesq	sesq	Oryza glaberrima	Plantae	zingiberene; β-sesquiphellandrene	[9, 11]	zingiberene	9
A0A650A7I8	Sesquiterpene synthase	sesq	sesq	Oryza sativa Japonica Group	Plantae	(S)-β-bisabolene; β-sesquiphellandrene	[16, 11]	β-sesquiphellandrene	11
A0A650A7K4	Sesquiterpene synthase	sesq	sesq	Oryza rufipogon	Plantae	zingiberene; (S)-β-bisabolene	[9, 16]	zingiberene	9
A0A650A7M1	Sesquiterpene synthase	sesq	sesq	Oryza rufipogon	Plantae	(S)-β-bisabolene; β-sesquiphellandrene	[16, 11]	β-sesquiphellandrene	11
A0A650A7N6	Sesquiterpene synthase	sesq	sesq	Oryza sativa f. spontanea	Plantae	(S)-β-bisabolene; β-sesquiphellandrene	[16, 11]	β-sesquiphellandrene	11
A0A650A7N9	Sesquiterpene synthase	sesq	sesq	Oryza barthii	Plantae	zingiberene; β-sesquiphellandrene	[9, 11]	zingiberene	9
A0A650A872	Sesquiterpene synthase	sesq	sesq	Oryza sativa f. spontanea	Plantae	zingiberene; β-sesquiphellandrene	[9, 11]	zingiberene	9
A0A678QA10	Diterpene synthase	di	di	Tripterygium wilfordii	Plantae	miltiradiene	[9]	miltiradiene	9
A0A6A6W5M9	Geranylgeranyl diphosphate synthase	di	di	Pseudovirgaria hyperparasitica	Fungi	penichrysol; phomopsene	[4, 2]	phomopsene	2
A0A6B8MS60	Terpene synthase 9	sesq	sesq	Taiwania cryptomerioides	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
A0A6B8N100	Terpene synthase 3	sesq	sesq	Taiwania cryptomerioides	Plantae	(+)-δ-cadinene	[20]	(+)-δ-cadinene	20
A0A6B8N4Y9	Terpene synthase 4	sesq	sesq	Taiwania cryptomerioides	Plantae	germacrene D-4-ol	[2]	germacrene D-4-ol	2
A0A6C0QES1	Terpene synthase12	sesq	sesq	Taiwania cryptomerioides	Plantae	δ-cadinene	[37]	δ-cadinene	37
A0A6C0THV5	Zingiberene synthase	sesq	sesq	Taiwania cryptomerioides	Plantae	zingiberene	[9]	zingiberene	9
A0A6C0TJK8	Germacrene D synthase	sesq	sesq	Taiwania cryptomerioides	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
A0A6C0TL59	Cedrol synthase	sesq	sesq	Taiwania cryptomerioides	Plantae	cedrol	[2]	cedrol	2
A0A6C0TLK1	Longifolene synthase	sesq	sesq	Taiwania cryptomerioides	Plantae	longifolene	[5]	longifolene	5
A0A6G7GHF5	Ophiobolin synthase	sester	sester	Aspergillus ustus	Fungi	ophiobolin F	[6]	ophiobolin F	6
A0A6M6CCF6	(+)-bornyl diphosphate synthase	mono	mono	Salvia officinalis 	Plantae	(+)-bornyl diphosphate	[2]	(+)-bornyl diphosphate	2
A0A6M6CCT4	(+)-sabinene synthase	mono	mono	Salvia officinalis	Plantae	(+)-sabinene	[9]	(+)-sabinene	9
A0A6M6CDA0	1,8-cineole synthase	mono	mono	Salvia fruticosa	Plantae	1,8-cineole	[18]	1,8-cineole	18
A0A6P6W6H5	Limonene synthase, chloroplastic	sesq; mono	mixed	Coffea arabica	Plantae	trans-β-farnesene; β-pinene; sabinene; α-pinene; limonene; terpinolene; β-myrcene	[24, 12, 13, 20, 33, 40, 58]	β-pinene	12
A0A6P8ANR6	Fusicocccadiene	di; sester	mixed	Pyricularia grisea	Fungi	fusicocccadiene; (2E,6E,10E,14E)-geranylfarnesol	[1, 5]	fusicocccadiene	1
A0A6S6QR11	Bifunctional premutilin synthase	di	di	Rhodocybe pseudopiperita	Fungi	premutilin	[2]	premutilin	2
A0A7D0AGU9	Terpene synthase	mono	mono	Empoasca onukii	Insecta	geraniol	[21]	geraniol	21
A0A7G5KLV0	Monoterepene synthase TPS1, chloropastic	mono	mono	Cananga odorata	Plantae	β-pinene; β-thujene; α-terpinene; sabinene	[12, 1, 7, 13]	β-thujene	1
A0A7G5KLV1	Sesquiterpene synthase TPS2	sesq	sesq	 Cananga odorata	Plantae	β-ylangene; β-cubebene; β-copaene	[1, 6, 12]	β-ylangene	1
A0A7G5KLV2	Sesquiterpene synthase TPS3	sesq	sesq	 Cananga odorata	Plantae	(−)-exo-α-bergamotene	[14]	(−)-exo-α-bergamotene	14
A0A7G5KLV3	Monoterpene synthase TPS4, chloroplastic	mono	mono	Cananga odorata	Plantae	geraniol	[21]	geraniol	21
A0A7L7S5T2	Cadinene synthase	sesq; mono	mixed	Ficus carica	Plantae	δ-cadinene; α-pinene	[37, 20]	α-pinene	20
A0A7L7S8U7	Delta-elemene synthase	sesq	sesq	Ficus carica	Plantae	δ-elemene	[4]	δ-elemene	4
A0A7L7SCQ9	Germacrene D synthase	sesq	sesq	Ficus carica	Plantae	(−)-germacrene D	[24]	(−)-germacrene D	24
A0A7L7SES4	1,8-cineole synthase	mono	mono	Ficus carica	Plantae	1,8-cineole	[18]	1,8-cineole	18
A0A7L7SG75	E-beta-caryophyllene synthase	sesq	sesq	Ficus carica	Plantae	(−)-β-caryophyllene	[64]	(−)-β-caryophyllene	64
A0A7S5GI43	Sesquiterpene synthase 6	sesq	sesq	Tripterygium wilfordii	Plantae	(6E)-nerolidol; α-bisabolol	[16, 3]	α-bisabolol	3
A0A7S5GI44	Sesquiterpene synthase 1-2	sesq	sesq	Tripterygium wilfordii	Plantae	(6E)-nerolidol; cis-α-begamotene; α-farnesene	[16, 1, 3]	cis-α-begamotene	1
A0A7S5L324	Sesquiterpene synthase 1-1	sesq; mono; di	mixed	Tripterygium wilfordii	Plantae	(6E)-nerolidol; cis-α-bergamotene; α-farnesene; linalool; geranyllinalool	[16, 1, 3, 27, 7]	cis-α-bergamotene	1
A0A7S5L3H2	Sesquiterpene synthase 2	sesq; mono; di	mixed	Tripterygium wilfordii	Plantae	(6E)-nerolidol; linalool; geranyllinalool	[16, 27, 7]	geranyllinalool	7
A0A7S5L3J3	Sesquiterpene synthase 3	sesq; mono	mixed	Tripterygium wilfordii	Plantae	α-farnesene; (6E)-nerolidol; α-bisabolol; geraniol	[3, 16, 3, 21]	α-farnesene	3
A0A8F4PMV8	Geranylfarnesol	sester; di	mixed	Canariomyces arenarius	Fungi	(2E,6E,10E,14E)-geranylfarnesol; geranylgeraniol	[5, 2]	geranylgeraniol	2
A0A8F4PMX6	Pb1	sester	sester	Colletotrichum siamense	Fungi	betaestacin I	[6]	betaestacin I	6
A0A8F4PMY5	Sesterorbiculene	sester	sester	Colletotrichum gloeosporioides	Fungi	sesterorbiculene	[3]	sesterorbiculene	3
A0A8F4PNJ7	(-)-variculatriene B	sester	sester	Colletotrichum sublineola	Fungi	(-)-Variculatriene B	[5]	(-)-Variculatriene B	5
A0A8F4PNT1	Fusaproliferene	sester	sester	Colletotrichum orbiculare	Fungi	fusaproliferene; betaestacin I	[1, 6]	fusaproliferene	1
A0A8F4PNT7	Preasperterpenoid	sester	sester	Talaromyces verruculosus	Fungi	preasperterpenoid A	[4]	preasperterpenoid A	4
A0A8F4PP18	Bm3	sester	sester	Colletotrichum fioriniae	Fungi	preterpestacin I	[3]	preterpestacin I	3
A0A8F4PPH7	Brassiteraene A	sester	sester	Colletotrichum higginsianum	Fungi	Brassiteraene A; Brassiteraene B	[1, 1]	Brassiteraene A	1
A0A8F4PPI6	Variculatriene A	sester	sester	Pestalotiopsis fici	Fungi	variculatriene A; clavaphyllene; β-geranylfarnesene	[1, 1, 3]	variculatriene A	1
A0A8F4PPJ2	Geranylfarnesol	sester; di	mixed	Aspergillus aculeatus	Fungi	(2E,6E,10E,14E)-geranylfarnesol; GJ1012 C; variediene	[5, 3, 7]	GJ1012 C	3
A0A8F4PQH5	Variediene, geranylgeraniol	di	di	Sordaria macrospora	Fungi	variediene; geranylgeraniol	[7, 2]	geranylgeraniol	2
A0A8F4PQI4	Sesterbrasiliatriene	sester	sester	Penicillium arizonense	Fungi	sesterbrasiliatriene	[2]	sesterbrasiliatriene	2
A0A8F4PQP7	(-)-variculatriene B	sester	sester	Lophiostoma macrostomum	Fungi	(-)-Variculatriene B	[5]	(-)-Variculatriene B	5
A0A8F4SK79	(-)-variculatriene B	sester	sester	Pyricularia oryzae	Fungi	(-)-Variculatriene B	[5]	(-)-Variculatriene B	5
A0A8F4SK83	Pb1	sester	sester	Colletotrichum higginsianum	Fungi	betaestacin I	[6]	betaestacin I	6
A0A8F4SK84	Variediene	di	di	Aspergillus brasiliensis	Fungi	GJ1012 C; variediene	[3, 7]	GJ1012 C	3
A0A8F4SK87	Variediene	di	di	Baudoinia panamericana	Fungi	GJ1012 C; variediene	[3, 7]	GJ1012 C	3
A0A8F4SKT7	(-)-variculatriene B	sester	sester	Colletotrichum higginsianum	Fungi	(-)-Variculatriene B	[5]	(-)-Variculatriene B	5
A0A8F4SKU0	(-)-variculatriene B	sester	sester	Pyricularia oryzae	Fungi	(-)-Variculatriene B	[5]	(-)-Variculatriene B	5
A0A8F4SNK4	Sesterorbiculene	sester	sester	Colletotrichum orbiculare	Fungi	sesterorbiculene	[3]	sesterorbiculene	3
A0A8F4SNK9	Ophiobolin F	sester	sester	Bipolaris maydis	Fungi	ophiobolin F	[6]	ophiobolin F	6
A0A8F4SPY9	Preasperterpenoid	sester	sester	Thermothielavioides terrestris	Fungi	preasperterpenoid A	[4]	preasperterpenoid A	4
A0A8F4SPZ5	Bm3	sester	sester	Macrophomina phaseolina	Fungi	preterpestacin I	[3]	preterpestacin I	3
A0A8K1AY78	TndC	di	di	Aspergillus flavipes	Fungi	talarodiene	[1]	talarodiene	1
A0RZI2	Putative lyase	sesq	sesq	Medicago truncatula	Plantae	(-)-cubebol	[2]	(-)-cubebol	2
A0RZI3	Putative geranyl diphosphate diphosphatase	sesq	sesq	Medicago truncatula	Plantae	(−)-β-caryophyllene; (1E,4E,8E)-α-humulene	[64, 35]	(1E,4E,8E)-α-humulene	35
A0SJQ5	Squalene synthase	tri	tri	Ganoderma lucidum	Fungi	squalene	[19]	squalene	19
A1C8C3	Ophiobolin F synthase oblA	sester	sester	Aspergillus clavatus	Fungi	ophiobolin F	[6]	ophiobolin F	6
A1CVK0	Protostadienol synthase A	tri	tri	Neosartorya fischeri	Fungi	(17Z)-protosta-17(20),24-dien-3β-ol	[4]	(17Z)-protosta-17(20),24-dien-3β-ol	4
A1DN30	Sesterfisherol synthase	sester	sester	Neosartorya fischeri	Fungi	sesterfisherol	[2]	sesterfisherol	2
A1E4D1	Terpene cyclase	tri	tri	Polygala tenuifolia	Plantae	β-amyrin	[41]	β-amyrin	41
A1JH12	Pinene synthase	mono	mono	Quercus ilex	Plantae	α-pinene	[20]	α-pinene	20
A2PZA54	Fusicoccadiene synthase	di	di	Diaporthe amygdali	Fungi	fusicocca-2,10(14)-diene; delta-araneosene; GGPP; GGPP; GGPP	[2, 2, 3, 3, 3]	fusicocca-2,10(14)-diene	2
A3KI17	2-methylisoborneol synthase	mono	mono	Streptomyces ambofaciens	Bacteria	2-methylisoborneol	[5]	2-methylisoborneol	5
A4FG19	2-methylisoborneol synthase	mono	mono	Saccharopolyspora erythraea	Bacteria	2-methylisoborneol	[5]	2-methylisoborneol	5
A4FVP2	Tricyclene synthase	mono	mono	Arabidopsis thaliana	Plantae	tricyclene	[9]	tricyclene	9
A4KAG7	Ent-isokaur-15-ene synthase	di	di	Oryza sativa subsp. indica 	Plantae	ent-isokaurene	[3]	ent-isokaurene	3
A4KAG8	Ent-isokaur-15-ene synthase	di	di	Oryza sativa subsp. japonica	Plantae	ent-isokaurene	[3]	ent-isokaurene	3
A4UUM6	Pinene synthase	mono	mono	Rosmarinus officinalis	Plantae	α-pinene; β-pinene	[20, 12]	β-pinene	12
A4VB63	Terpene cyclase	tri	tri	Dioscorea zingiberensis	Plantae	cycloartenol	[22]	cycloartenol	22
A5A8G0	copalyl diphosphate synthase/ent-kaurene synthase	di-int; di	mixed	Physcomitrium patens	Plantae	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−); ent-kaurene	[21, 31]	5β,9α,10α-labda-8(20),13-dien-15-yl diphosphate(3−)	21
A5AQH7	Uncharacterized protein	sesq	sesq	Vitis vinifera	Plantae	(1E,4E,8E)-α-humulene	[35]	(1E,4E,8E)-α-humulene	35
A5BEB8	Uncharacterized protein	sesq	sesq	Vitis vinifera	Plantae	α‐cubebene	[3]	α‐cubebene	3
A5LHW8	Terpene cyclase	tri	tri	Olea europaea	Plantae	α-amyrin	[4]	α-amyrin	4
A5Y5L5	Plastid 1,8-cineol synthase	mono	mono	Nicotiana suaveolens	Plantae	1,8-cineole	[18]	1,8-cineole	18
A5YZT7	Monoterpene synthase	mono	mono	Zea mays	Plantae	α-terpineol; limonene; γ-terpinene; terpinolene	[14, 33, 22, 40]	α-terpineol	14
A6XH05	Cineole synthase	mono	mono	Salvia fruticosa	Plantae	1,8-cineole	[18]	1,8-cineole	18
A7BG60	Beta-pinene synthase	mono	mono	Citrus jambhiri	Plantae	(−)-β-pinene	[21]	(−)-β-pinene	21
A7BJ35	Terpene cyclase/mutase family member	tri	tri	Rhizophora stylosa	Plantae	β-amyrin	[41]	β-amyrin	41
A7BJ36	Terpene cyclase/mutase family member	tri	tri	Kandelia candel	Plantae	β-amyrin	[41]	β-amyrin	41
A7IZZ1	(-)-limonene synthase	mono	mono	Cannabis sativa	Plantae	(4S)-limonene	[18]	(4S)-limonene	18
A7IZZ2	(+)-alpha-pinene synthase	mono	mono	Cannabis sativa	Plantae	(+)-α-pinene	[10]	(+)-α-pinene	10
A7NH01	(+)-T-muurolol synthase	sesq	sesq	Roseiflexus castenholzii	Bacteria	(+)-τ-muurolol	[2]	(+)-τ-muurolol	2
A8C980	Germanicol synthase	tri	tri	Rhizophora stylosa	Plantae	germanicol	[3]	germanicol	3
A8C981	Taraxerol synthase	tri	tri	Rhizophora stylosa	Plantae	taraxerol	[2]	taraxerol	2
A8CDT2	Beta-amyrin synthase	tri	tri	Bruguiera gymnorhiza	Plantae	β-amyrin	[41]	β-amyrin	41
A8CDT3	Lupeol synthase	tri	tri	Bruguiera gymnorhiza	Plantae	lupeol	[14]	lupeol	14
A8NCK5	Alpha-cuprenene synthase COP6	sesq	sesq	Coprinopsis cinerea	Fungi	(−)-α-cuprenene	[1]	(−)-α-cuprenene	1
A8NE23	Alpha-muurolene synthase	sesq	sesq	Coprinopsis cinerea	Fungi	α-muurolene; γ-muurolene; (+)-(R)-germacrene A	[18, 12, 12]	γ-muurolene	12
A8NU13	Linoleate 10R-lipoxygenase COP4	sesq	sesq	Coprinopsis cinerea	Fungi	(-)-cubebol; β-copaene; β-cubebene; sativene	[2, 12, 6, 2]	(-)-cubebol	2
A8R7G3	Terpene cyclase	tri	tri	Adiantum capillus-veneris 	Plantae	cycloartenol	[22]	cycloartenol	22
A9AWD5	(+)-kolavenyl diphosphate synthase	di-int	di	Herpetosiphon aurantiacus	Bacteria	(+)-kolavenyl diphosphate(3−)	[2]	(+)-kolavenyl diphosphate(3−)	2
A9FZ87	(+)-eremophilene synthase	sesq	sesq	Sorangium cellulosum	Bacteria	(+)-eremophilene	[2]	(+)-eremophilene	2
A9GK58	10-epi-cubebol synthase	sesq	sesq	Sorangium cellulosum	Bacteria	(−)-10-epi-cubebol; germacrene D; cubebol; δ-cadinene; τ-cadinol; (−)-cubenol; α-cadinol; epizonarene; 10-epi-alpha-cubebene; 10-epi-beta-cubebene; cadina-3,5-diene; cis-muurola-4(15)5-diene; 1,10-di-epi-cubenol	[1, 7, 2, 37, 4, 1, 5, 4, 1, 1, 1, 1, 1]	(−)-10-epi-cubebol	1
ATN39899.1	Merosterolic acid A synthase	meroterpenoid	meroterpenoid	Scytonema sp.	Cyanobacteria	merosterolic acid A	[1]	merosterolic acid A	1
B0FGA9	Germacrene A synthase 2	sesq	sesq	Helianthus annuus	Plantae	(+)-(R)-germacrene A	[12]	(+)-(R)-germacrene A	12
B0KZ40	Phytoene synthase 3, chloroplastic	tetra	tetra	Zea mays	Plantae	15-cis-phytoene	[15]	15-cis-phytoene	15
B0Y565	Squalene hopane cyclase afumA	tri	tri	Neosartorya fumigata	Fungi	21-beta-H-hopane-3-beta,22-diol	[1]	21-beta-H-hopane-3-beta,22-diol	1
B0Y5B4	Protostadienol synthase A	tri	tri	Neosartorya fumigata	Fungi	(17Z)-protosta-17(20),24-dien-3β-ol	[4]	(17Z)-protosta-17(20),24-dien-3β-ol	4
B1B1U3	Alpha-humulene synthase	sesq	sesq	Zingiber zerumbet	Plantae	(1E,4E,8E)-α-humulene	[35]	(1E,4E,8E)-α-humulene	35
