DATASET_COLORSTRIP
SEPARATOR COMMA
DATASET_LABEL,Novelty score
uniprot_035185,#29af7f
uniprot_035193,#238a8d
uniprot_035200,#287d8e
uniprot_035245,#2d718e
uniprot_035306,#2d718e
uniprot_035374,#1f968b
uniprot_035416,#238a8d
uniprot_035542,#1f968b
uniprot_035560,#238a8d
uniprot_035632,#287d8e
uniprot_035635,#1f968b
uniprot_035645,#287d8e
uniprot_035663,#1f968b
uniprot_035671,#238a8d
uniprot_035708,#29af7f
uniprot_035773,#238a8d
uniprot_035883,#29af7f
uniprot_035884,#1f968b
uniprot_035974,#287d8e
uniprot_035981,#2d718e
uniprot_035989,#1f968b
uniprot_035999,#20a386
uniprot_036044,#1f968b
uniprot_036063,#238a8d
uniprot_036073,#287d8e
uniprot_036123,#287d8e
uniprot_036216,#453781
uniprot_036223,#287d8e
uniprot_036289,#482576
uniprot_036292,#287d8e
uniprot_036305,#2d718e
uniprot_036306,#2d718e
uniprot_036316,#287d8e
uniprot_036335,#2d718e
uniprot_036348,#2d718e
uniprot_036431,#33638d
uniprot_036458,#287d8e
uniprot_036480,#482576
uniprot_036517,#39558c
uniprot_036566,#33638d
uniprot_036578,#39558c
uniprot_036589,#287d8e
uniprot_036616,#2d718e
uniprot_036694,#2d718e
uniprot_036773,#39558c
uniprot_036802,#238a8d
uniprot_036829,#287d8e
uniprot_036850,#482576
uniprot_036874,#2d718e
uniprot_036876,#482576
uniprot_036890,#287d8e
uniprot_036901,#287d8e
uniprot_036916,#39558c
uniprot_036971,#287d8e
uniprot_036972,#29af7f
uniprot_036995,#20a386
uniprot_037012,#29af7f
uniprot_037015,#20a386
uniprot_037131,#29af7f
uniprot_037172,#33638d
uniprot_037216,#287d8e
uniprot_037247,#2d718e
uniprot_037308,#453781
uniprot_037385,#33638d
uniprot_037406,#20a386
uniprot_037414,#1f968b
uniprot_037420,#453781
uniprot_037432,#33638d
uniprot_037437,#1f968b
uniprot_037463,#238a8d
uniprot_037522,#33638d
uniprot_037545,#33638d
uniprot_037554,#1f968b
uniprot_037586,#20a386
uniprot_037609,#238a8d
uniprot_037617,#287d8e
uniprot_037655,#33638d
uniprot_037736,#1f968b
uniprot_037755,#287d8e
uniprot_037793,#238a8d
uniprot_037884,#404688
uniprot_037924,#238a8d
uniprot_038048,#287d8e
uniprot_038069,#3dbc74
uniprot_038078,#33638d
uniprot_038184,#404688
uniprot_038223,#33638d
uniprot_038232,#39558c
uniprot_038259,#238a8d
uniprot_038279,#2d718e
uniprot_038348,#1f968b
uniprot_038449,#2d718e
uniprot_038454,#39558c
uniprot_038458,#238a8d
uniprot_038492,#33638d
uniprot_038497,#404688
uniprot_038505,#33638d
uniprot_038514,#33638d
uniprot_038523,#39558c
uniprot_038540,#287d8e
uniprot_038561,#33638d
uniprot_038581,#33638d
uniprot_038599,#33638d
uniprot_038652,#481467
uniprot_038692,#2d718e
uniprot_038693,#39558c
uniprot_038699,#404688
uniprot_038715,#453781
uniprot_038747,#39558c
uniprot_038755,#287d8e
uniprot_038761,#2d718e
uniprot_038774,#2d718e
uniprot_038806,#33638d
uniprot_038807,#238a8d
uniprot_038840,#238a8d
uniprot_038860,#2d718e
uniprot_038872,#33638d
uniprot_038931,#2d718e
uniprot_039071,#287d8e
uniprot_039128,#39558c
uniprot_039247,#287d8e
uniprot_039280,#1f968b
uniprot_039369,#39558c
uniprot_039457,#75d054
uniprot_039469,#1f968b
uniprot_039474,#29af7f
uniprot_039552,#20a386
uniprot_039594,#238a8d
uniprot_039604,#2d718e
uniprot_039609,#33638d
uniprot_039635,#287d8e
uniprot_039639,#39558c
uniprot_039646,#287d8e
uniprot_039652,#404688
uniprot_039675,#39558c
uniprot_039700,#2d718e
uniprot_039736,#1f968b
uniprot_039752,#20a386
uniprot_039755,#238a8d
uniprot_039760,#287d8e
uniprot_039780,#39558c
uniprot_039795,#287d8e
uniprot_039859,#287d8e
uniprot_039885,#287d8e
uniprot_039901,#453781
uniprot_039918,#20a386
uniprot_039944,#33638d
uniprot_039946,#287d8e
uniprot_039963,#33638d
uniprot_040016,#39558c
uniprot_040082,#33638d
uniprot_040107,#20a386
uniprot_040121,#1f968b
uniprot_040134,#20a386
uniprot_040139,#238a8d
uniprot_040161,#20a386
uniprot_040184,#29af7f
uniprot_040196,#1f968b
uniprot_040202,#287d8e
uniprot_040203,#1f968b
uniprot_040210,#1f968b
uniprot_040227,#1f968b
uniprot_040239,#1f968b
uniprot_040300,#287d8e
uniprot_040306,#20a386
uniprot_040338,#1f968b
uniprot_040340,#39558c
uniprot_040386,#404688
uniprot_040401,#238a8d
uniprot_040421,#39558c
uniprot_040452,#39558c
uniprot_040453,#453781
uniprot_040462,#238a8d
uniprot_040477,#287d8e
uniprot_040522,#482576
uniprot_040536,#33638d
uniprot_040546,#39558c
uniprot_040572,#453781
uniprot_040668,#2d718e
uniprot_040696,#1f968b
uniprot_040768,#2d718e
uniprot_040784,#238a8d
uniprot_040818,#1f968b
uniprot_041231,#287d8e
uniprot_041240,#287d8e
uniprot_041253,#287d8e
uniprot_041260,#238a8d
uniprot_041270,#33638d
uniprot_041281,#287d8e
uniprot_041285,#29af7f
uniprot_041286,#287d8e
uniprot_041291,#287d8e
uniprot_041292,#2d718e
uniprot_041302,#39558c
uniprot_041307,#33638d
uniprot_041309,#33638d
uniprot_041310,#287d8e
uniprot_041321,#29af7f
uniprot_041327,#33638d
uniprot_041334,#287d8e
uniprot_041406,#2d718e
uniprot_041410,#287d8e
uniprot_041417,#1f968b
uniprot_041479,#56c667
uniprot_041487,#404688
uniprot_041489,#482576
uniprot_041495,#453781
uniprot_041496,#39558c
uniprot_041497,#453781
uniprot_041554,#1f968b
uniprot_041575,#1f968b
uniprot_041584,#3dbc74
uniprot_041586,#238a8d
uniprot_041601,#56c667
uniprot_041615,#20a386
uniprot_041623,#287d8e
uniprot_041639,#238a8d
uniprot_041654,#481467
uniprot_041687,#33638d
uniprot_041688,#33638d
uniprot_041704,#1f968b
uniprot_041708,#2d718e
uniprot_041731,#238a8d
uniprot_041750,#404688
uniprot_041764,#2d718e
uniprot_041831,#2d718e
uniprot_041840,#39558c
uniprot_041846,#287d8e
uniprot_041911,#56c667
uniprot_041916,#238a8d
uniprot_041917,#3dbc74
uniprot_041921,#1f968b
uniprot_041966,#1f968b
uniprot_041970,#238a8d
uniprot_041990,#238a8d
uniprot_042144,#287d8e
uniprot_042208,#1f968b
uniprot_042221,#482576
uniprot_042312,#39558c
uniprot_042335,#2d718e
uniprot_042378,#39558c
uniprot_042395,#1f968b
uniprot_042398,#287d8e
uniprot_042406,#404688
uniprot_042419,#2d718e
uniprot_042429,#2d718e
uniprot_042471,#238a8d
uniprot_042476,#1f968b
uniprot_042544,#482576
uniprot_042655,#453781
uniprot_042701,#39558c
uniprot_042727,#2d718e
uniprot_042775,#20a386
uniprot_042786,#404688
uniprot_042831,#453781
uniprot_042856,#287d8e
uniprot_042895,#1f968b
uniprot_042901,#33638d
uniprot_042909,#287d8e
uniprot_042996,#2d718e
uniprot_043042,#1f968b
uniprot_043069,#33638d
uniprot_043099,#238a8d
uniprot_043139,#404688
uniprot_043188,#453781
uniprot_043208,#33638d
uniprot_043246,#2d718e
uniprot_043266,#238a8d
uniprot_043326,#33638d
uniprot_043383,#482576
uniprot_043423,#453781
uniprot_043463,#482576
uniprot_043466,#1f968b
uniprot_043486,#453781
uniprot_043547,#20a386
uniprot_043566,#2d718e
uniprot_043628,#20a386
uniprot_043645,#453781
uniprot_043766,#287d8e
uniprot_043839,#287d8e
uniprot_043913,#3dbc74
uniprot_043964,#404688
uniprot_043969,#482576
uniprot_043980,#482576
uniprot_044118,#39558c
uniprot_044131,#481467
uniprot_044154,#404688
uniprot_044155,#482576
uniprot_044159,#287d8e
uniprot_044169,#453781
uniprot_044188,#33638d
uniprot_044192,#453781
uniprot_044219,#453781
uniprot_044222,#404688
uniprot_044230,#33638d
uniprot_044266,#481467
uniprot_044335,#238a8d
uniprot_044338,#287d8e
uniprot_044431,#20a386
uniprot_044497,#2d718e
uniprot_044508,#20a386
uniprot_044511,#238a8d
uniprot_044520,#2d718e
uniprot_044543,#2d718e
uniprot_044589,#1f968b
uniprot_044595,#1f968b
uniprot_044596,#1f968b
uniprot_044628,#404688
uniprot_044630,#238a8d
uniprot_044631,#1f968b
uniprot_044648,#33638d
uniprot_044653,#1f968b
uniprot_044661,#39558c
uniprot_044662,#287d8e
uniprot_044668,#1f968b
uniprot_044670,#1f968b
uniprot_044686,#287d8e
uniprot_044695,#1f968b
uniprot_044746,#20a386
uniprot_044749,#39558c
uniprot_044750,#2d718e
uniprot_044762,#2d718e
uniprot_044777,#39558c
uniprot_044780,#33638d
uniprot_044806,#39558c
uniprot_044810,#238a8d
uniprot_044814,#287d8e
uniprot_044815,#2d718e
uniprot_044827,#287d8e
uniprot_044880,#287d8e
uniprot_044882,#1f968b
uniprot_044916,#1f968b
uniprot_044946,#482576
uniprot_044951,#1f968b
uniprot_044954,#453781
uniprot_044963,#287d8e
uniprot_044986,#20a386
uniprot_044995,#238a8d
uniprot_045023,#1f968b
uniprot_045042,#2d718e
uniprot_045053,#20a386
uniprot_045073,#39558c
uniprot_045104,#287d8e
uniprot_045118,#238a8d
uniprot_045134,#453781
uniprot_045144,#404688
uniprot_045164,#238a8d
uniprot_045165,#287d8e
uniprot_045182,#29af7f
uniprot_045189,#404688
uniprot_045341,#453781
uniprot_045412,#238a8d
uniprot_045414,#1f968b
uniprot_045551,#1f968b
uniprot_045598,#33638d
uniprot_045599,#287d8e
uniprot_045638,#1f968b
uniprot_045646,#1f968b
uniprot_045655,#238a8d
uniprot_045674,#33638d
uniprot_045675,#2d718e
uniprot_045677,#238a8d
uniprot_045693,#238a8d
uniprot_045723,#1f968b
uniprot_045962,#1f968b
uniprot_045994,#3dbc74
uniprot_046082,#2d718e
uniprot_046084,#1f968b
uniprot_046114,#482576
uniprot_046120,#482576
uniprot_046255,#33638d
uniprot_046266,#404688
uniprot_046304,#1f968b
uniprot_046306,#2d718e
uniprot_046329,#1f968b
uniprot_046356,#2d718e
uniprot_046437,#2d718e
uniprot_046452,#238a8d
uniprot_046454,#287d8e
uniprot_046468,#287d8e
uniprot_046504,#238a8d
uniprot_046607,#33638d
uniprot_046726,#20a386
uniprot_046737,#20a386
uniprot_046744,#238a8d
uniprot_046752,#1f968b
uniprot_046772,#238a8d
uniprot_046804,#1f968b
uniprot_046814,#20a386
uniprot_046816,#1f968b
uniprot_046818,#20a386
uniprot_046830,#238a8d
uniprot_046839,#1f968b
uniprot_046850,#1f968b
uniprot_046867,#238a8d
uniprot_046887,#287d8e
uniprot_046916,#287d8e
uniprot_046931,#287d8e
uniprot_046934,#287d8e
uniprot_046935,#2d718e
uniprot_046944,#287d8e
uniprot_046973,#238a8d
uniprot_046980,#287d8e
uniprot_047031,#33638d
uniprot_047055,#238a8d
uniprot_047064,#1f968b
uniprot_047065,#238a8d
uniprot_047066,#20a386
uniprot_047081,#1f968b
uniprot_047082,#238a8d
uniprot_047107,#2d718e
uniprot_047111,#238a8d
uniprot_047122,#2d718e
uniprot_047132,#453781
uniprot_047146,#238a8d
uniprot_047160,#238a8d
uniprot_047183,#453781
uniprot_047191,#238a8d
uniprot_047192,#238a8d
uniprot_047205,#238a8d
uniprot_047235,#2d718e
uniprot_047237,#56c667
uniprot_047256,#238a8d
uniprot_047274,#238a8d
uniprot_047287,#238a8d
uniprot_047299,#33638d
uniprot_047302,#482576
uniprot_047346,#1f968b
uniprot_047392,#404688
uniprot_047436,#482576
uniprot_047449,#39558c
uniprot_047467,#404688
uniprot_047497,#39558c
uniprot_047515,#482576
uniprot_047555,#482576
uniprot_047577,#287d8e
uniprot_047583,#287d8e
uniprot_047602,#404688
uniprot_047626,#33638d
uniprot_047629,#238a8d
uniprot_047649,#453781
uniprot_047660,#33638d
uniprot_047695,#453781
uniprot_047698,#2d718e
uniprot_047728,#238a8d
uniprot_047730,#39558c
uniprot_047734,#287d8e
uniprot_047742,#287d8e
uniprot_047748,#39558c
uniprot_047782,#2d718e
uniprot_047827,#238a8d
uniprot_047849,#404688
uniprot_047857,#404688
uniprot_047903,#39558c
uniprot_047931,#238a8d
uniprot_048007,#29af7f
uniprot_048024,#2d718e
uniprot_048041,#287d8e
uniprot_048088,#33638d
uniprot_048104,#287d8e
uniprot_048120,#1f968b
uniprot_048121,#1f968b
uniprot_048123,#287d8e
uniprot_048124,#1f968b
uniprot_048127,#287d8e
uniprot_048131,#1f968b
uniprot_048134,#1f968b
uniprot_048143,#20a386
uniprot_048145,#1f968b
uniprot_048148,#238a8d
uniprot_048154,#1f968b
uniprot_048155,#20a386
uniprot_048167,#1f968b
uniprot_048171,#2d718e
uniprot_048189,#29af7f
uniprot_048200,#1f968b
uniprot_048207,#1f968b
uniprot_048215,#1f968b
uniprot_048219,#238a8d
uniprot_048232,#238a8d
uniprot_048233,#238a8d
uniprot_048239,#287d8e
uniprot_048240,#29af7f
uniprot_048252,#238a8d
uniprot_048304,#1f968b
uniprot_048345,#1f968b
uniprot_048365,#287d8e
uniprot_048375,#238a8d
uniprot_048423,#33638d
uniprot_048429,#2d718e
uniprot_048453,#238a8d
uniprot_048455,#20a386
uniprot_048485,#39558c
uniprot_048486,#238a8d
uniprot_048500,#33638d
uniprot_048505,#482576
uniprot_048549,#33638d
uniprot_048562,#404688
uniprot_048621,#39558c
uniprot_048631,#39558c
uniprot_048635,#404688
uniprot_048641,#33638d
uniprot_048644,#238a8d
uniprot_048725,#1f968b
uniprot_048727,#238a8d
uniprot_048760,#39558c
uniprot_048764,#238a8d
uniprot_048766,#238a8d
uniprot_048767,#287d8e
uniprot_048778,#20a386
uniprot_048779,#404688
uniprot_048797,#238a8d
uniprot_048798,#238a8d
uniprot_048803,#287d8e
uniprot_048812,#20a386
uniprot_048818,#2d718e
uniprot_048825,#1f968b
uniprot_048898,#1f968b
uniprot_048909,#33638d
uniprot_048942,#287d8e
uniprot_048947,#33638d
uniprot_049031,#39558c
uniprot_049084,#238a8d
uniprot_049141,#39558c
uniprot_049221,#238a8d
uniprot_049353,#287d8e
uniprot_049370,#453781
uniprot_049553,#33638d
uniprot_049583,#238a8d
uniprot_049638,#287d8e
uniprot_049659,#482576
uniprot_049676,#2d718e
uniprot_049687,#33638d
uniprot_049688,#238a8d
uniprot_049742,#39558c
uniprot_049769,#287d8e
uniprot_049789,#2d718e
uniprot_049814,#1f968b
uniprot_049817,#287d8e
uniprot_049819,#1f968b
uniprot_049821,#39558c
uniprot_049826,#2d718e
uniprot_049828,#1f968b
uniprot_049862,#287d8e
uniprot_049873,#238a8d
uniprot_049890,#20a386
uniprot_049907,#238a8d
uniprot_049940,#238a8d
uniprot_049941,#20a386
uniprot_049958,#287d8e
uniprot_049960,#20a386
uniprot_049976,#287d8e
uniprot_049982,#33638d
uniprot_049998,#1f968b
uniprot_050015,#287d8e
uniprot_050067,#453781
uniprot_050081,#1f968b
uniprot_050082,#20a386
uniprot_050086,#1f968b
uniprot_050096,#39558c
uniprot_050103,#238a8d
uniprot_050104,#1f968b
uniprot_050118,#238a8d
uniprot_050120,#287d8e
uniprot_050126,#287d8e
uniprot_050139,#1f968b
uniprot_050177,#2d718e
uniprot_050186,#3dbc74
uniprot_050202,#1f968b
uniprot_050222,#287d8e
uniprot_050247,#2d718e
uniprot_050256,#1f968b
uniprot_050261,#238a8d
uniprot_050263,#2d718e
uniprot_050275,#2d718e
uniprot_050293,#20a386
uniprot_050338,#287d8e
uniprot_050352,#2d718e
uniprot_050380,#287d8e
uniprot_050400,#39558c
uniprot_050410,#1f968b
uniprot_050470,#1f968b
uniprot_050478,#287d8e
uniprot_050523,#2d718e
uniprot_050591,#1f968b
uniprot_050657,#2d718e
uniprot_050677,#20a386
uniprot_050747,#287d8e
uniprot_051050,#1f968b
uniprot_051059,#2d718e
uniprot_051142,#1f968b
uniprot_051185,#1f968b
uniprot_051211,#39558c
uniprot_051249,#453781
uniprot_051273,#238a8d
uniprot_051283,#287d8e
uniprot_051290,#287d8e
uniprot_051299,#20a386
uniprot_051320,#238a8d
uniprot_051341,#39558c
uniprot_051390,#238a8d
uniprot_051397,#404688
uniprot_051405,#238a8d
uniprot_051408,#29af7f
uniprot_051423,#2d718e
uniprot_051426,#287d8e
uniprot_051482,#238a8d
uniprot_051536,#33638d
uniprot_051538,#238a8d
uniprot_051545,#2d718e
uniprot_051580,#39558c
uniprot_051588,#2d718e
uniprot_051614,#29af7f
uniprot_051618,#287d8e
uniprot_051638,#238a8d
uniprot_051648,#453781
uniprot_051664,#453781
uniprot_051670,#39558c
uniprot_051674,#1f968b
uniprot_051682,#287d8e
uniprot_051690,#238a8d
uniprot_051691,#2d718e
uniprot_051710,#20a386
uniprot_051726,#20a386
uniprot_051730,#238a8d
uniprot_051737,#287d8e
uniprot_051743,#238a8d
uniprot_051749,#33638d
uniprot_051750,#287d8e
uniprot_051761,#287d8e
uniprot_051772,#1f968b
uniprot_051773,#2d718e
uniprot_051774,#20a386
uniprot_051781,#287d8e
uniprot_051783,#238a8d
uniprot_051794,#238a8d
uniprot_051826,#2d718e
uniprot_051864,#404688
uniprot_051865,#1f968b
uniprot_051913,#2d718e
uniprot_051920,#33638d
uniprot_051931,#238a8d
uniprot_051975,#39558c
uniprot_051983,#39558c
uniprot_052030,#287d8e
uniprot_052055,#33638d
uniprot_052079,#33638d
uniprot_052099,#287d8e
uniprot_052100,#287d8e
uniprot_052119,#75d054
uniprot_052269,#29af7f
uniprot_052427,#482576
uniprot_052444,#404688
uniprot_052477,#33638d
uniprot_052536,#404688
uniprot_052547,#39558c
uniprot_052566,#404688
uniprot_052573,#482576
uniprot_052601,#453781
uniprot_052611,#453781
uniprot_052612,#482576
uniprot_052622,#238a8d
uniprot_052624,#404688
uniprot_052636,#39558c
uniprot_052639,#404688
uniprot_052657,#453781
uniprot_052764,#2d718e
uniprot_052784,#39558c
uniprot_052802,#238a8d
uniprot_052810,#2d718e
uniprot_052891,#1f968b
uniprot_052903,#20a386
uniprot_052907,#287d8e
uniprot_052994,#238a8d
uniprot_053008,#2d718e
uniprot_053033,#1f968b
uniprot_053085,#1f968b
uniprot_053169,#453781
uniprot_053194,#2d718e
uniprot_053211,#3dbc74
uniprot_053239,#287d8e
uniprot_053274,#238a8d
uniprot_053297,#1f968b
uniprot_053362,#481467
uniprot_053367,#404688
uniprot_053370,#20a386
uniprot_053401,#404688
uniprot_053450,#1f968b
uniprot_053460,#2d718e
uniprot_053461,#29af7f
uniprot_053464,#482576
uniprot_053473,#29af7f
uniprot_053485,#287d8e
uniprot_053489,#453781
uniprot_053527,#453781
uniprot_053634,#238a8d
uniprot_053642,#287d8e
uniprot_053649,#287d8e
uniprot_053663,#482576
uniprot_053690,#39558c
uniprot_053717,#39558c
uniprot_053731,#20a386
uniprot_053736,#39558c
uniprot_053821,#482576
uniprot_053838,#2d718e
uniprot_053867,#287d8e
uniprot_053882,#287d8e
uniprot_053888,#39558c
uniprot_053971,#238a8d
uniprot_053973,#287d8e
uniprot_053979,#1f968b
uniprot_054022,#482576
uniprot_054114,#238a8d
uniprot_054146,#287d8e
uniprot_054206,#39558c
uniprot_054211,#39558c
uniprot_054214,#481467
uniprot_054217,#287d8e
uniprot_054221,#2d718e
uniprot_054222,#39558c
uniprot_054245,#404688
uniprot_054284,#453781
uniprot_054286,#39558c
uniprot_054307,#453781
uniprot_054342,#481467
uniprot_054351,#482576
uniprot_054368,#404688
uniprot_054372,#39558c
uniprot_054418,#404688
uniprot_054432,#482576
uniprot_054454,#404688
uniprot_054486,#404688
uniprot_054488,#404688
uniprot_054514,#481467
uniprot_054528,#238a8d
uniprot_054554,#20a386
uniprot_054559,#453781
uniprot_054598,#453781
uniprot_054599,#2d718e
uniprot_054604,#2d718e
uniprot_054612,#238a8d
uniprot_054638,#1f968b
uniprot_054653,#404688
uniprot_054660,#453781
uniprot_054667,#2d718e
uniprot_054690,#481467
uniprot_054705,#453781
uniprot_054707,#287d8e
uniprot_054713,#2d718e
uniprot_054758,#481467
uniprot_054763,#56c667
uniprot_054794,#481467
uniprot_054803,#482576
uniprot_054846,#287d8e
uniprot_054968,#1f968b
uniprot_055042,#287d8e
uniprot_055184,#33638d
uniprot_055191,#1f968b
uniprot_055235,#287d8e
uniprot_055281,#287d8e
uniprot_055331,#238a8d
uniprot_055495,#1f968b
uniprot_055498,#238a8d
uniprot_055516,#287d8e
uniprot_055534,#238a8d
uniprot_055539,#238a8d
uniprot_055568,#1f968b
uniprot_055652,#453781
uniprot_055713,#1f968b
uniprot_055733,#39558c
uniprot_055791,#287d8e
uniprot_055802,#33638d
uniprot_055843,#3dbc74
uniprot_055901,#1f968b
uniprot_055940,#453781
uniprot_055967,#287d8e
uniprot_055982,#238a8d
uniprot_056012,#33638d
uniprot_056019,#39558c
uniprot_056020,#39558c
uniprot_056025,#238a8d
uniprot_056034,#39558c
uniprot_056093,#1f968b
uniprot_056106,#238a8d
uniprot_056302,#2d718e
uniprot_056319,#287d8e
uniprot_056342,#2d718e
uniprot_056347,#238a8d
uniprot_056402,#404688
uniprot_056409,#29af7f
uniprot_056442,#39558c
uniprot_056460,#3dbc74
uniprot_056470,#20a386
uniprot_056476,#2d718e
uniprot_056537,#238a8d
uniprot_056538,#1f968b
uniprot_056567,#453781
uniprot_056589,#1f968b
uniprot_056599,#238a8d
uniprot_056640,#20a386
uniprot_056654,#1f968b
uniprot_056658,#404688
uniprot_056700,#20a386
uniprot_056704,#1f968b
uniprot_056733,#29af7f
uniprot_056769,#1f968b
uniprot_056939,#238a8d
uniprot_057091,#2d718e
uniprot_057121,#1f968b
uniprot_057142,#1f968b
uniprot_057157,#404688
uniprot_057236,#20a386
uniprot_057238,#287d8e
uniprot_057267,#238a8d
uniprot_057271,#33638d
uniprot_057282,#2d718e
uniprot_057303,#482576
uniprot_057312,#238a8d
uniprot_057325,#2d718e
uniprot_057333,#33638d
uniprot_057339,#39558c
uniprot_057341,#287d8e
uniprot_057358,#33638d
uniprot_057360,#287d8e
uniprot_057364,#2d718e
uniprot_057381,#287d8e
uniprot_057387,#453781
uniprot_057394,#287d8e
uniprot_057397,#287d8e
uniprot_057406,#2d718e
uniprot_057413,#33638d
uniprot_057420,#453781
uniprot_057427,#238a8d
uniprot_057433,#2d718e
uniprot_057443,#2d718e
uniprot_057483,#238a8d
uniprot_057494,#1f968b
uniprot_057503,#287d8e
uniprot_057532,#39558c
uniprot_057558,#29af7f
uniprot_057565,#39558c
uniprot_057577,#238a8d
uniprot_057584,#2d718e
uniprot_057586,#2d718e
uniprot_057596,#2d718e
uniprot_057604,#2d718e
uniprot_057620,#1f968b
uniprot_057638,#238a8d
uniprot_057681,#20a386
uniprot_057714,#1f968b
uniprot_057761,#20a386
uniprot_057790,#39558c
uniprot_057791,#404688
uniprot_057821,#238a8d
uniprot_057837,#1f968b
uniprot_057839,#39558c
uniprot_057847,#1f968b
uniprot_057848,#3dbc74
uniprot_057849,#481467
uniprot_057850,#39558c
uniprot_057861,#1f968b
uniprot_057863,#39558c
uniprot_057865,#33638d
uniprot_057870,#1f968b
uniprot_057876,#1f968b
uniprot_057881,#1f968b
uniprot_057882,#287d8e
uniprot_057888,#39558c
uniprot_057890,#2d718e
uniprot_057895,#39558c
uniprot_057917,#287d8e
uniprot_057919,#20a386
uniprot_057920,#39558c
uniprot_057922,#287d8e
uniprot_057923,#75d054
uniprot_057925,#33638d
uniprot_057926,#29af7f
uniprot_057930,#287d8e
uniprot_057936,#2d718e
uniprot_057944,#33638d
uniprot_057947,#1f968b
uniprot_057951,#1f968b
uniprot_057955,#20a386
uniprot_057979,#404688
uniprot_057980,#39558c
uniprot_057990,#1f968b
uniprot_058013,#404688
uniprot_058019,#39558c
uniprot_058092,#33638d
uniprot_058173,#287d8e
uniprot_058205,#238a8d
uniprot_058495,#287d8e
uniprot_058578,#1f968b
uniprot_058799,#404688
uniprot_058813,#39558c
uniprot_058814,#39558c
uniprot_058828,#29af7f
uniprot_058838,#287d8e
uniprot_058845,#33638d
uniprot_058858,#1f968b
uniprot_058881,#1f968b
uniprot_058896,#287d8e
uniprot_058902,#287d8e
uniprot_058906,#20a386
uniprot_058944,#3dbc74
uniprot_058949,#404688
uniprot_058982,#404688
uniprot_058989,#453781
uniprot_059073,#1f968b
uniprot_059194,#39558c
uniprot_059213,#33638d
uniprot_059216,#238a8d
uniprot_059233,#2d718e
uniprot_059253,#238a8d
uniprot_059272,#39558c
uniprot_059284,#1f968b
uniprot_059315,#2d718e
uniprot_059331,#238a8d
uniprot_059356,#33638d
uniprot_059363,#1f968b
uniprot_059368,#238a8d
uniprot_059377,#1f968b
uniprot_059384,#238a8d
uniprot_059407,#2d718e
uniprot_059416,#482576
uniprot_059417,#238a8d
uniprot_059421,#287d8e
uniprot_059448,#238a8d
uniprot_059463,#33638d
uniprot_059474,#39558c
uniprot_059511,#238a8d
uniprot_059526,#20a386
uniprot_059528,#482576
uniprot_059534,#20a386
uniprot_059545,#287d8e
uniprot_059586,#20a386
uniprot_059694,#287d8e
uniprot_059705,#33638d
uniprot_059714,#287d8e
uniprot_059847,#404688
uniprot_059901,#287d8e
uniprot_059910,#238a8d
uniprot_059933,#2d718e
uniprot_059938,#20a386
uniprot_059958,#238a8d
uniprot_059969,#1f968b
uniprot_059972,#287d8e
uniprot_059991,#287d8e
uniprot_060000,#33638d
uniprot_060025,#33638d
uniprot_060123,#33638d
uniprot_060229,#287d8e
uniprot_060263,#33638d
uniprot_060287,#2d718e
uniprot_060317,#287d8e
uniprot_060333,#3dbc74
uniprot_060347,#287d8e
uniprot_060438,#238a8d
uniprot_060445,#287d8e
uniprot_060466,#287d8e
uniprot_060468,#33638d
uniprot_060487,#33638d
uniprot_060493,#238a8d
uniprot_060545,#1f968b
uniprot_060565,#238a8d
uniprot_060566,#2d718e
uniprot_060570,#238a8d
uniprot_060574,#33638d
uniprot_060586,#2d718e
uniprot_060610,#453781
uniprot_060617,#287d8e
uniprot_060625,#2d718e
uniprot_060632,#20a386
uniprot_060654,#2d718e
uniprot_060656,#238a8d
uniprot_060657,#287d8e
uniprot_060707,#287d8e
uniprot_060717,#33638d
uniprot_060727,#287d8e
uniprot_060734,#2d718e
uniprot_060787,#2d718e
uniprot_060802,#238a8d
uniprot_060809,#29af7f
uniprot_060820,#287d8e
uniprot_060829,#287d8e
uniprot_060831,#1f968b
uniprot_060861,#1f968b
uniprot_060863,#287d8e
uniprot_060865,#2d718e
uniprot_060870,#287d8e
uniprot_060874,#33638d
uniprot_060895,#287d8e
uniprot_060900,#287d8e
uniprot_060913,#238a8d
uniprot_060943,#29af7f
uniprot_060952,#2d718e
uniprot_060959,#238a8d
uniprot_060964,#238a8d
uniprot_060969,#1f968b
uniprot_060974,#1f968b
uniprot_060975,#1f968b
uniprot_060976,#238a8d
uniprot_060984,#238a8d
uniprot_060989,#3dbc74
uniprot_061011,#39558c
uniprot_061131,#20a386
uniprot_061154,#287d8e
uniprot_061190,#453781
uniprot_061223,#287d8e
uniprot_061250,#287d8e
uniprot_061253,#2d718e
uniprot_061268,#287d8e
uniprot_061269,#1f968b
uniprot_061276,#481467
uniprot_061288,#33638d
uniprot_061339,#2d718e
uniprot_061358,#2d718e
uniprot_061361,#453781
uniprot_061400,#1f968b
uniprot_061403,#39558c
uniprot_061410,#482576
uniprot_061419,#287d8e
uniprot_061430,#404688
uniprot_061513,#2d718e
uniprot_061548,#2d718e
uniprot_061553,#1f968b
uniprot_061655,#238a8d
uniprot_061666,#287d8e
uniprot_061667,#39558c
uniprot_061690,#287d8e
uniprot_061730,#482576
uniprot_061754,#238a8d
uniprot_061756,#2d718e
uniprot_061757,#33638d
uniprot_061759,#238a8d
