id	PF06330.14	PF01397.24	PF03936.19	PF00494.22	PF13249.9	PF19086.3	PF13243.9	0041184	0053354	0053355	0048261	0048806	0046340	0047573	superkingdom	kingdom	phylum
bfd_127878								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_130928								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	unknown
bfd_241913								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_164034								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_213859								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_223320								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_131680								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Bacteria	unknown	Chlamydiota
bfd_129066								0.0	0.0	0.0	1.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_148513								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_142125								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_228326								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_179710								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Eukaryota	Fungi	Ascomycota
bfd_152568								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_161484								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_147834								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_256989								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_219151								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_128620								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_177988								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_152268								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_198760								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_217179								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_127971								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_134466								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_269104								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130860								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_133238								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_129927								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_165638								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_227406								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_149506								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_135492								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_205583								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Archaea	unknown	Thaumarchaeota
bfd_213807								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Eukaryota	Fungi	Ascomycota
bfd_175983								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_144929								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_129182								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_138348								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_133060								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Cyanobacteria
bfd_130892								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Bacteria	unknown	Bdellovibrionota
bfd_239296								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_135532								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_136142								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_177493								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_139461								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_133052								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_138425								0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_133084								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_202736								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130427								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Pseudomonadota
bfd_134138								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_129963								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_131716								0.0	0.0	0.0	0.0	0.0	1.0	0.0	unknown	unknown	unknown
bfd_138582								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_205625								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_233870								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_134200								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_130884								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_158257								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_198542								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_147836								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_218352								0.0	0.0	0.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_141386								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_145416								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_177308								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_127015								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_128305								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_155641								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Eukaryota	Metazoa	Arthropoda
bfd_177747								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_160545								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_144835								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_131892								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_231616								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_130802								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_129051								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_256820								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_129931								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Bacteria	unknown	Bacteroidota
bfd_138258								0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_234867								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_189740								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_169409								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_177773								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria	unknown	Candidatus Latescibacteria
bfd_148313								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_264363								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_142733								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_267577								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Eukaryota	unknown	Euglenozoa
bfd_133545								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria	unknown	Pseudomonadota
bfd_130570								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Bacillota
bfd_152195								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_131146								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_138866								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_224294								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_128833								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Bacteria	unknown	Actinomycetota
bfd_221964								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_164432								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Eukaryota	Metazoa	Tardigrada
bfd_130979								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_138871								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_171966								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_216945								0.0	0.0	0.0	0.0	0.0	1.0	0.0	unknown	unknown	unknown
bfd_139852								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_202887								0.0	0.0	0.0	0.0	0.0	1.0	0.0	unknown	unknown	unknown
bfd_176050								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_126975								0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_170305								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_138422								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_172980								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_139659								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Eukaryota	Metazoa	Chordata
bfd_133197								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_154622								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_209969								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_133231								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_241912								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_133100								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_181346								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_140992								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_133680								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_132381								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_127084								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_127361								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Eukaryota	Metazoa	Arthropoda
bfd_227766								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_234174								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_128257								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_157711								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_176826								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_146461								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_154249								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_239835								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Archaea	unknown	Euryarchaeota
bfd_173874								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_165123								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_175931								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Pseudomonadota
bfd_230942								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_136098								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_146926								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_175299								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130469								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_237430								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria	unknown	Candidatus Wirthbacteria
bfd_131812								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_167401								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_155483								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130633								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Pseudomonadota
bfd_198445								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_190309								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_187798								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_196283								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_170759								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_149689								0.0	0.0	0.0	0.0	0.0	1.0	0.0	unknown	unknown	unknown
bfd_205539								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_127919								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_131795								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_192314								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_127967								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_220781								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_149616								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_127621								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_189937								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_156749								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_174743								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_128630								0.0	0.0	1.0	0.0	0.0	1.0	1.0	unknown	unknown	unknown
bfd_267352								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_239776								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_138685								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_177162								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_170461								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_173317								0.0	0.0	0.0	1.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_133355								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Actinomycetota
bfd_235417								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_229200								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_215334								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_264608								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Eukaryota	Metazoa	Arthropoda
bfd_141100								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_177053								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_163842								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_142903								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_216884								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_242253								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_181829								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130376								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_264519								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_215906								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_147750								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_130735								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Bacteria	unknown	Pseudomonadota
bfd_163393								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_222578								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_209424								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_205545								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_161715								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_176139								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_169509								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Eukaryota	Fungi	Ascomycota
bfd_248857								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_161030								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_138256								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_165538								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_241655								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130500								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_144884								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_243777								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_138427								0.0	0.0	0.0	0.0	1.0	1.0	1.0	undef	unknown	undef
bfd_171780								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_135717								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_129218								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_142314								0.0	0.0	0.0	0.0	0.0	1.0	0.0	unknown	unknown	unknown
bfd_264533								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_165129								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_170801								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_176881								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_212976								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_137675								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_216064								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_145779								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_182381								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_255062								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_189683								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_177249								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_145515								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_168171								0.0	0.0	1.0	1.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_133601								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_131233								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_189831								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_152502								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_142270								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_181815								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_223709								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_180147								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_152945								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_160279								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_130767								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_141647								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_154101								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_138881								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_148421								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_138947								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_209370								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_176864								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_148856								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_140113								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_234196								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_241381								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_128881								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_179432								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_272987								0.0	0.0	0.0	0.0	1.0	1.0	0.0	Metagenome	environmental	unknown
bfd_128329								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_152955								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_216794								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_134121								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_174366								0.0	0.0	0.0	0.0	0.0	1.0	0.0	unknown	unknown	unknown
bfd_176175								0.0	0.0	0.0	0.0	0.0	1.0	1.0	unknown	unknown	unknown
bfd_220000								0.0	0.0	1.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_133058								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_190672								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_132937								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_132894								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_130395								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_134442								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria	unknown	Campylobacterota
bfd_145272								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_136594								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria	unknown	Pseudomonadota
bfd_148359								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_145539								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_146505								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_142577								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_136119								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_270320								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_153980								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_141594								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_167900								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_129701								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Bacteria	unknown	Actinomycetota
bfd_198942								0.0	0.0	0.0	0.0	0.0	1.0	1.0	Metagenome	environmental	unknown
bfd_157710								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_146136								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_213727								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_145656								0.0	0.0	0.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_191705								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_237156								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_128396								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_229658								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_129192								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_136415								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_140522								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Eukaryota	unknown	Apicomplexa
bfd_127633								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Metagenome	environmental	unknown
bfd_143449								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
bfd_127163								0.0	0.0	0.0	0.0	1.0	1.0	0.0	unknown	unknown	unknown
bfd_219975								0.0	0.0	0.0	0.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_146230								0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria	unknown	Actinomycetota
bfd_173686								0.0	0.0	1.0	1.0	1.0	1.0	1.0	Metagenome	environmental	unknown
bfd_157523								0.0	0.0	1.0	0.0	1.0	1.0	1.0	unknown	unknown	unknown
